loss,r2_score,val_loss,val_r2_score
21.17669105529785,-7.271471977233887,2.3269846439361572,-0.013233780860900879
2.6713221073150635,-0.043402671813964844,5.507353782653809,-1.398054838180542
2.962940216064453,-0.15730702877044678,4.158541679382324,-0.8107445240020752
2.277381658554077,0.11047226190567017,8.379561424255371,-2.648693561553955
3.599167585372925,-0.40581369400024414,2.5969278812408447,-0.13077449798583984
2.2829415798187256,0.1082964539527893,2.243239164352417,0.023231327533721924
2.031907796859741,0.20635253190994263,2.5673980712890625,-0.11791646480560303
2.2230446338653564,0.1316918134689331,2.339458703994751,-0.018665313720703125
1.717568278312683,0.32912635803222656,1.924068570137024,0.16220712661743164
1.5328514575958252,0.4012751579284668,6.547881126403809,-1.8511292934417725
3.4335458278656006,-0.3411228656768799,2.1200921535491943,0.07685303688049316
1.6815195083618164,0.34320682287216187,3.7461202144622803,-0.6311647891998291
2.5442214012145996,0.006239712238311768,1.7967344522476196,0.21765190362930298
1.398339033126831,0.4538170099258423,1.9184499979019165,0.16465359926223755
2.7371766567230225,-0.06913137435913086,1.7237820625305176,0.24941742420196533
1.4750093221664429,0.42387276887893677,1.8501936197280884,0.19437432289123535
1.2547316551208496,0.5099092125892639,1.8138912916183472,0.2101813554763794
1.371002435684204,0.464494526386261,9.070568084716797,-2.9495773315429688
3.9126834869384766,-0.5282710790634155,1.9612618684768677,0.14601212739944458
1.4303747415542603,0.44130074977874756,2.8850157260894775,-0.2562159299850464
2.0104188919067383,0.21473944187164307,2.1581079959869385,0.060299813747406006
1.3038289546966553,0.4907344579696655,1.3868533372879028,0.39612555503845215
1.1639165878295898,0.5453821420669556,1.7745012044906616,0.2273329496383667
1.7173501253128052,0.32921159267425537,2.9877219200134277,-0.30093705654144287
1.5009665489196777,0.41373127698898315,1.1308774948120117,0.5075845122337341
1.1276814937591553,0.559532642364502,2.746779203414917,-0.19602394104003906
2.340426445007324,0.08584320545196533,3.219292640686035,-0.40176939964294434
2.0566375255584717,0.19668757915496826,1.38612961769104,0.39644068479537964
1.7620986700057983,0.3117378354072571,1.153855323791504,0.49757933616638184
0.9677739143371582,0.6219940781593323,2.293119430541992,0.0015121102333068848
1.8278450965881348,0.28605443239212036,2.207095146179199,0.03896951675415039
1.397373914718628,0.45419394969940186,0.954970121383667,0.5841795206069946
0.9958325028419495,0.6110327839851379,1.5546820163726807,0.32304829359054565
0.9766551852226257,0.6185251474380493,2.026916980743408,0.1174241304397583
1.2825841903686523,0.4990301728248596,3.6250696182250977,-0.578455924987793
2.8293991088867188,-0.10514664649963379,1.2063003778457642,0.4747433066368103
0.8855656385421753,0.6541032791137695,1.3101763725280762,0.42951279878616333
1.4589922428131104,0.4301248788833618,0.9207502007484436,0.5990797877311707
1.065142035484314,0.5839627981185913,1.1513559818267822,0.4986675977706909
0.8448703289031982,0.6699986457824707,0.9038506746292114,0.6064383387565613
0.8743131756782532,0.6585007905960083,1.2703148126602173,0.4468696117401123
1.264970064163208,0.5059101581573486,1.6732286214828491,0.2714298367500305
1.3330830335617065,0.47930800914764404,2.0156171321868896,0.12234431505203247
1.8062052726745605,0.29450517892837524,1.4953875541687012,0.34886670112609863
0.8491571545600891,0.6683242321014404,1.2333921194076538,0.4629468321800232
0.7675976157188416,0.700182318687439,2.0191874504089355,0.12078976631164551
2.104106903076172,0.17814821004867554,1.2830005884170532,0.4413459300994873
